Total words: 125257
word:  frequency: 468
word: unappeasable frequency: 1
word: keenest frequency: 3
word: invaluable frequency: 3
word: 1e1 frequency: 5
word: humoured frequency: 1
word: arrange frequency: 1
word: tell frequency: 71
word: mixing frequency: 1
word: housemaids frequency: 1
word: unsettled frequency: 3
word: edged frequency: 2
word: prized frequency: 1
word: tackle frequency: 1
word: ensuring frequency: 1
word: polished frequency: 2
word: modesty frequency: 6
word: indolence frequency: 2
word: 16 frequency: 1
word: derision frequency: 2
word: heightened frequency: 8
word: depended frequency: 4
word: machine frequency: 1
word: truest frequency: 1
word: forms frequency: 2
word: once frequency: 57
word: owner frequency: 9
word: convenient frequency: 5
word: spreading frequency: 1
word: redistribution frequency: 2
word: plate frequency: 1
word: phaeton frequency: 4
word: derive frequency: 3
word: contributions frequency: 2
word: joints frequency: 1
word: cease frequency: 3
word: believe frequency: 87
word: human frequency: 6
word: gross frequency: 3
word: confusion frequency: 11
word: swamp frequency: 1
word: discontented frequency: 2
word: unalloyed frequency: 1
word: visiting frequency: 5
word: risen frequency: 1
word: pretension frequency: 1
word: endless frequency: 2
word: 56 frequency: 1
word: preaching frequency: 3
word: failed frequency: 3
word: narrow frequency: 1
word: overruled frequency: 1
word: exhibiting frequency: 1
word: selfishness frequency: 1
word: 6 frequency: 2
word: repeating frequency: 6
word: georgiana frequency: 15
word: doing frequency: 25
word: injurious frequency: 2
word: fancying frequency: 4
word: for frequency: 1083
word: foul frequency: 1
word: dances frequency: 10
word: hear frequency: 72
word: procured frequency: 4
word: venture frequency: 5
word: sorely frequency: 1
word: tribute frequency: 1
word: ideas frequency: 13
word: delivered frequency: 4
word: sequel frequency: 1
word: gets frequency: 1
word: forbore frequency: 1
word: unanswerable frequency: 1
word: misled frequency: 1
word: circle frequency: 7
word: ask frequency: 32
word: receipt frequency: 4
word: week frequency: 29
word: detested frequency: 1
word: studies frequency: 2
word: presumed frequency: 1
word: raised frequency: 6
word: mile frequency: 5
word: fine frequency: 31
word: ducks frequency: 1
word: meditation frequency: 1
word: shared frequency: 5
word: luckiest frequency: 1
word: importune frequency: 1
word: struggle frequency: 1
word: devoting frequency: 1
word: about frequency: 130
word: nettled frequency: 1
word: rein frequency: 1
word: lying frequency: 1
word: inherit frequency: 1
word: laity frequency: 1
word: threadbare frequency: 2
word: occasions frequency: 8
word: punch frequency: 1
word: descended frequency: 3
word: achieving frequency: 1
word: rules frequency: 2
word: charges frequency: 1
word: calmly frequency: 1
word: conversing frequency: 3
word: exaggerate frequency: 1
word: womanly frequency: 1
word: ward frequency: 1
word: wear frequency: 1
word: feeling frequency: 38
word: excuses frequency: 2
word: complaisant frequency: 1
word: messages frequency: 1
word: date frequency: 4
word: tall frequency: 8
word: testifying frequency: 1
word: includes frequency: 1
word: acceded frequency: 1
word: communicated frequency: 3
word: chambermaid frequency: 2
word: delightfully frequency: 4
word: publicly frequency: 3
word: violated frequency: 1
word: hazarded frequency: 1
word: steadfastly frequency: 3
word: adopted frequency: 1
word: possess frequency: 5
word: grapes frequency: 1
word: employing frequency: 1
word: quietly frequency: 8
word: promised frequency: 21
word: rebuke frequency: 1
word: halflaughing frequency: 1
word: actions frequency: 6
word: kept frequency: 17
word: melancholy frequency: 5
word: injustice frequency: 4
word: tormenting frequency: 1
word: avenue frequency: 1
word: employment frequency: 6
word: amiable frequency: 36
word: indefinite frequency: 1
word: consolatory frequency: 1
word: implacable frequency: 1
word: manifold frequency: 1
word: twenty frequency: 7
word: class frequency: 2
word: pales frequency: 2
word: shoulders frequency: 1
word: treating frequency: 1
word: aspire frequency: 1
word: discrimination frequency: 1
word: eligibility frequency: 1
word: heads frequency: 1
word: darling frequency: 1
word: assiduously frequency: 1
word: strange frequency: 10
word: carelessness frequency: 2
word: where frequency: 92
word: experienced frequency: 4
word: defend frequency: 3
word: contained frequency: 7
word: friendly frequency: 7
word: cooking frequency: 1
word: allowed frequency: 26
word: goodnaturedly frequency: 1
word: tells frequency: 1
word: acknowledged frequency: 20
word: lovemaking frequency: 1
word: performs frequency: 1
word: obsequious frequency: 1
word: breakfastparlour frequency: 1
word: 39 frequency: 1
word: recollect frequency: 6
word: unbecoming frequency: 1
word: meantime frequency: 1
word: bordering frequency: 3
word: scarlet frequency: 2
word: sufferer frequency: 1
word: compassionate frequency: 2
word: ragout frequency: 1
word: except frequency: 25
word: paler frequency: 1
word: spread frequency: 4
word: 26th frequency: 1
word: renewed frequency: 6
word: illjudging frequency: 1
word: plainly frequency: 6
word: scruple frequency: 4
word: rule frequency: 2
word: confirmation frequency: 5
word: arranges frequency: 1
word: substantial frequency: 2
word: idea frequency: 49
word: service frequency: 8
word: kissed frequency: 2
word: olivebranch frequency: 3
word: carriage frequency: 44
word: information frequency: 35
word: improved frequency: 6
word: married frequency: 61
word: patroness frequency: 7
word: apparently frequency: 2
word: unassailed frequency: 1
word: inferior frequency: 5
word: deportment frequency: 1
word: generoushearted frequency: 1
word: catherine frequency: 126
word: superlatively frequency: 1
word: convinced frequency: 40
word: vouchsafed frequency: 1
word: inform frequency: 7
word: admirer frequency: 3
word: extractions frequency: 1
word: pale frequency: 4
word: newsletter frequency: 1
word: harmless frequency: 1
word: setdowns frequency: 1
word: supported frequency: 4
word: seriously frequency: 13
word: message frequency: 3
word: whispered frequency: 1
word: develop frequency: 1
word: lawfully frequency: 1
word: congratulation frequency: 1
word: occasioned frequency: 4
word: withstood frequency: 1
word: civility frequency: 42
word: impetuous frequency: 1
word: softened frequency: 6
word: heavens frequency: 1
word: surmount frequency: 1
word: illfounded frequency: 1
word: frighted frequency: 1
word: outdone frequency: 1
word: wretchedly frequency: 1
word: anxiety frequency: 19
word: picturesque frequency: 1
word: haunt frequency: 1
word: unabated frequency: 1
word: apprehensive frequency: 1
word: enjoyment frequency: 13
word: afternoon frequency: 3
word: lake frequency: 1
word: desire frequency: 23
word: inventing frequency: 1
word: coldly frequency: 2
word: interfering frequency: 1
word: extracts frequency: 2
word: suffer frequency: 13
word: explained frequency: 9
word: cooks frequency: 1
word: dirty frequency: 4
word: quitted frequency: 9
word: inches frequency: 1
word: employee frequency: 1
word: exclamation frequency: 2
word: sensation frequency: 3
word: indebted frequency: 8
word: promise frequency: 17
word: resolving frequency: 7
word: elevated frequency: 2
word: niece frequency: 22
word: just frequency: 73
word: stoutly frequency: 1
word: liability frequency: 3
word: scheming frequency: 1
word: fortunes frequency: 1
word: gutenberg frequency: 27
word: careless frequency: 2
word: exasperate frequency: 2
word: january frequency: 2
word: withdrew frequency: 5
word: shillings frequency: 1
word: guessed frequency: 3
word: inconvenience frequency: 6
word: rector frequency: 3
word: relieved frequency: 8
word: present frequency: 68
word: suspect frequency: 4
word: shade frequency: 2
word: apartments frequency: 2
word: smiling frequency: 10
word: explain frequency: 6
word: 61 frequency: 1
word: chooses frequency: 8
word: require frequency: 4
word: annoyed frequency: 1
word: owed frequency: 7
word: beneficial frequency: 1
word: access frequency: 10
word: trifle frequency: 5
word: noticing frequency: 1
word: adieus frequency: 2
word: unhappy frequency: 13
word: keep frequency: 28
word: shame frequency: 10
word: minutest frequency: 1
word: across frequency: 5
word: contract frequency: 1
word: commissioning frequency: 1
word: acknowledgments frequency: 2
word: unknowingly frequency: 1
word: schemes frequency: 7
word: gaiety frequency: 2
word: connubial frequency: 1
word: directing frequency: 2
word: turn frequency: 27
word: culprit frequency: 1
word: hotpressed frequency: 1
word: signs frequency: 1
word: middleaged frequency: 1
word: lagged frequency: 2
word: whispering frequency: 3
word: admirable frequency: 3
word: cassino frequency: 1
word: discompose frequency: 1
word: replied frequency: 103
word: never frequency: 220
word: stanzas frequency: 1
word: lord frequency: 12
word: supply frequency: 7
word: 12 frequency: 1
word: carried frequency: 8
word: meanly frequency: 3
word: soldiers frequency: 1
word: tried frequency: 16
word: slighted frequency: 3
word: destroyed frequency: 2
word: stronglymarked frequency: 1
word: soninlaw frequency: 4
word: damaged frequency: 1
word: illhumour frequency: 4
word: absurdities frequency: 2
word: replacement frequency: 5
word: pronouncing frequency: 1
word: disappointed frequency: 12
word: followed frequency: 25
word: here frequency: 69
word: alive frequency: 2
word: expressions frequency: 12
word: bromley frequency: 1
word: indisposed frequency: 2
word: flight frequency: 3
word: repeat frequency: 5
word: astonishment frequency: 30
word: claimed frequency: 3
word: sanctioned frequency: 2
word: yet frequency: 73
word: transpired frequency: 1
word: entertained frequency: 7
word: confide frequency: 1
word: retained frequency: 2
word: selfwilled frequency: 1
word: air frequency: 30
word: aimed frequency: 1
word: sons frequency: 1
word: untamed frequency: 1
word: spring frequency: 5
word: veracity frequency: 2
word: ostentation frequency: 1
word: clerical frequency: 1
word: reappear frequency: 1
word: days frequency: 34
word: proficiency frequency: 1
word: important frequency: 11
word: digressions frequency: 1
word: realities frequency: 1
word: noticed frequency: 8
word: real frequency: 31
word: shook frequency: 11
word: fitted frequency: 6
word: cause frequency: 21
word: rectory frequency: 1
word: into frequency: 142
word: stage frequency: 1
word: lastborn frequency: 1
word: prudential frequency: 1
word: markettown frequency: 1
word: proceedings frequency: 1
word: unlucky frequency: 10
word: calm frequency: 5
word: alarming frequency: 5
word: courses frequency: 3
word: indecision frequency: 1
word: httppglaforgdonate frequency: 1
word: stupid frequency: 4
word: impute frequency: 1
word: extinguished frequency: 1
word: personage frequency: 1
word: restraint frequency: 5
word: than frequency: 284
word: material frequency: 9
word: he frequency: 1338
word: incautiously frequency: 1
word: foolish frequency: 8
word: sheets frequency: 1
word: kitchen frequency: 1
word: forgave frequency: 1
word: plague frequency: 3
word: agreed frequency: 13
word: seated frequency: 15
word: hastened frequency: 4
word: clear frequency: 8
word: illwill frequency: 3
word: later frequency: 3
word: affords frequency: 1
word: inherited frequency: 1
word: number frequency: 8
word: repining frequency: 1
word: whence frequency: 2
word: abiding frequency: 1
word: turning frequency: 13
word: correspondents frequency: 1
word: february frequency: 1
word: amused frequency: 6
word: felicitations frequency: 1
word: provocations frequency: 1
word: legally frequency: 2
word: four frequency: 33
word: canvas frequency: 1
word: unabashed frequency: 1
word: birth frequency: 5
word: suppressed frequency: 2
word: got frequency: 25
word: disrespect frequency: 2
word: nothingness frequency: 1
word: discuss frequency: 2
word: acquired frequency: 2
word: view frequency: 17
word: checking frequency: 2
word: composition frequency: 1
word: sound frequency: 8
word: paused frequency: 3
word: tendency frequency: 3
word: together frequency: 64
word: mildness frequency: 2
word: immediately frequency: 60
word: fallen frequency: 3
word: agitated frequency: 5
word: against frequency: 53
word: intrigues frequency: 1
word: requester frequency: 1
word: describe frequency: 7
word: animal frequency: 1
word: yours frequency: 23
word: insufferable frequency: 1
word: shocked frequency: 8
word: respectability frequency: 5
word: circumspect frequency: 1
word: anywhere frequency: 2
word: poured frequency: 1
word: john frequency: 2
word: 57 frequency: 1
word: british frequency: 1
word: deserted frequency: 1
word: satin frequency: 2
word: anticipate frequency: 1
word: credit frequency: 28
word: continuing frequency: 2
word: companion frequency: 16
word: allayed frequency: 1
word: brother frequency: 75
word: send frequency: 25
word: smilingly frequency: 2
word: halfyear frequency: 1
word: dignified frequency: 3
word: attraction frequency: 3
word: corporation frequency: 1
word: copyright frequency: 13
word: pliancy frequency: 1
word: him frequency: 764
word: delights frequency: 2
word: volubility frequency: 1
word: occurrences frequency: 4
word: reference frequency: 2
word: groundwork frequency: 1
word: instantaneous frequency: 1
word: highly frequency: 28
word: formats frequency: 2
word: protest frequency: 1
word: dullness frequency: 1
word: fill frequency: 1
word: sought frequency: 5
word: salutation frequency: 4
word: scene frequency: 16
word: welcoming frequency: 1
word: goodwill frequency: 3
word: 44 frequency: 1
word: strong frequency: 19
word: stiles frequency: 1
word: peevish frequency: 2
word: address frequency: 20
word: prior frequency: 2
word: unhappiness frequency: 2
word: laughing frequency: 10
word: selecting frequency: 1
word: halfpast frequency: 1
word: brings frequency: 1
word: dont frequency: 6
word: advantageously frequency: 2
word: lad frequency: 1
word: walks frequency: 4
word: unluckily frequency: 3
word: already frequency: 29
word: convey frequency: 2
word: regimentals frequency: 3
word: deceived frequency: 13
word: grew frequency: 6
word: instead frequency: 21
word: humiliating frequency: 2
word: plans frequency: 3
word: hospitality frequency: 3
word: therefore frequency: 75
word: rage frequency: 2
word: relative frequency: 3
word: economy frequency: 5
word: carriages frequency: 6
word: quite frequency: 96
word: irs frequency: 1
word: seven frequency: 1
word: headquarters frequency: 1
word: consented frequency: 2
word: jokes frequency: 1
word: mornings frequency: 2
word: unfrequently frequency: 1
word: available frequency: 2
word: memories frequency: 2
word: overjoyed frequency: 1
word: been frequency: 515
word: servility frequency: 1
word: genuine frequency: 2
word: scorned frequency: 1
word: tomorrow frequency: 15
word: unnaturally frequency: 1
word: landing frequency: 1
word: serve frequency: 2
word: heighten frequency: 1
word: damp frequency: 1
word: crowded frequency: 3
word: indignity frequency: 2
word: precluding frequency: 1
word: rise frequency: 2
word: attitude frequency: 1
word: wonderful frequency: 3
word: claim frequency: 6
word: traced frequency: 2
word: dined frequency: 8
word: connected frequency: 14
word: shy frequency: 2
word: battled frequency: 1
word: powdering frequency: 1
word: weakest frequency: 1
word: unsubdued frequency: 1
word: amiss frequency: 1
word: entitled frequency: 4
word: shelves frequency: 1
word: raising frequency: 3
word: unfolding frequency: 1
word: cheering frequency: 2
word: flutter frequency: 3
word: incredible frequency: 3
word: sermons frequency: 3
word: discharging frequency: 2
word: impressive frequency: 1
word: punitive frequency: 1
word: assisted frequency: 4
word: reserved frequency: 7
word: disgrace frequency: 11
word: sentiments frequency: 10
word: unavoidable frequency: 1
word: appertain frequency: 1
word: acquaintance frequency: 52
word: complimenting frequency: 1
word: illqualified frequency: 1
word: insolence frequency: 1
word: mutually frequency: 1
word: fluctuating frequency: 1
word: contrast frequency: 3
word: girls frequency: 45
word: quitting frequency: 8
word: mischievously frequency: 1
word: offense frequency: 3
word: manor frequency: 2
word: hotel frequency: 1
word: blessed frequency: 4
word: rendering frequency: 1
word: registered frequency: 2
word: boldly frequency: 1
word: beginning frequency: 13
word: occurring frequency: 2
word: stored frequency: 1
word: respectablelooking frequency: 1
word: management frequency: 4
word: licentiousness frequency: 1
word: grieve frequency: 3
word: essentials frequency: 2
word: laughter frequency: 2
word: hurt frequency: 6
word: pursuits frequency: 1
word: seizing frequency: 1
word: 1e4 frequency: 1
word: drawn frequency: 8
word: hotels frequency: 1
word: watch frequency: 2
word: unalterable frequency: 1
word: derives frequency: 1
word: purses frequency: 1
word: tremble frequency: 1
word: admired frequency: 12
word: crushing frequency: 1
word: retail frequency: 1
word: rising frequency: 7
word: scrutiny frequency: 1
word: parlour frequency: 6
word: scattered frequency: 3
word: advances frequency: 1
word: philosophy frequency: 5
word: revenue frequency: 1
word: counting frequency: 1
word: sneer frequency: 1
word: surmise frequency: 2
word: legal frequency: 3
word: takes frequency: 7
word: ungenerous frequency: 3
word: mere frequency: 5
word: prejudice frequency: 8
word: indispensably frequency: 1
word: tempers frequency: 1
word: misrepresentation frequency: 1
word: missent frequency: 2
word: efforts frequency: 5
word: prompt frequency: 1
word: sadly frequency: 2
word: simply frequency: 1
word: added frequency: 71
word: immovable frequency: 2
word: needlework frequency: 1
word: search frequency: 3
word: voluntarily frequency: 6
word: higher frequency: 4
word: unquestionably frequency: 1
word: tires frequency: 1
word: grandfather frequency: 1
word: gravity frequency: 4
word: suited frequency: 3
word: conciliatory frequency: 1
word: obliged frequency: 29
word: race frequency: 1
word: burying frequency: 1
word: error frequency: 6
word: pulvis frequency: 1
word: difference frequency: 10
word: check frequency: 6
word: obtain frequency: 6
word: fit frequency: 4
word: passion frequency: 2
word: bad frequency: 15
word: highflown frequency: 1
word: until frequency: 3
word: restored frequency: 2
word: selfdeception frequency: 1
word: oh frequency: 96
word: sleepless frequency: 1
word: word frequency: 49
word: disconcerted frequency: 3
word: defiance frequency: 3
word: unexpectedly frequency: 3
word: evident frequency: 18
word: progress frequency: 5
word: sally frequency: 1
word: lamentations frequency: 3
word: fixing frequency: 2
word: cards frequency: 7
word: course frequency: 47
word: moderate frequency: 2
word: exceed frequency: 2
word: attacked frequency: 1
word: casual frequency: 1
word: transcription frequency: 1
word: darcy frequency: 418
word: father frequency: 135
word: now frequency: 209
word: hearers frequency: 1
word: counterbalance frequency: 1
word: dovedale frequency: 1
word: miller frequency: 1
word: conciliating frequency: 1
word: usual frequency: 34
word: meanest frequency: 1
word: butler frequency: 1
word: trusted frequency: 7
word: slightingly frequency: 1
word: day frequency: 134
word: bow frequency: 11
word: crossing frequency: 2
word: notifies frequency: 1
word: philosopher frequency: 1
word: cheeks frequency: 4
word: disobliging frequency: 1
word: whims frequency: 2
word: humbling frequency: 1
word: amount frequency: 2
word: solidity frequency: 2
word: relating frequency: 5
word: fame frequency: 1
word: extensive frequency: 4
word: colds frequency: 1
word: expectation frequency: 18
word: knowing frequency: 27
word: adorned frequency: 3
word: mingled frequency: 1
word: cast frequency: 2
word: recital frequency: 3
word: prosperous frequency: 2
word: petition frequency: 1
word: bosom frequency: 1
word: liberalminded frequency: 1
word: feared frequency: 11
word: church frequency: 11
word: list frequency: 3
word: offence frequency: 2
word: replying frequency: 3
word: 50 frequency: 2
word: ways frequency: 4
word: reputation frequency: 3
word: attendants frequency: 1
word: scarborough frequency: 1
word: intruder frequency: 1
word: perseveringly frequency: 1
word: tears frequency: 10
word: distant frequency: 5
word: divert frequency: 1
word: volunteers frequency: 7
word: incessantly frequency: 2
word: me frequency: 448
word: begun frequency: 2
word: sacrifice frequency: 8
word: miserly frequency: 1
word: aware frequency: 14
word: solicitation frequency: 2
word: repressing frequency: 1
word: prevailed frequency: 15
word: office frequency: 8
word: neighbourhood frequency: 29
word: abilities frequency: 6
word: encumbrance frequency: 1
word: weak frequency: 6
word: imperfectly frequency: 1
word: housemaid frequency: 2
word: pg frequency: 1
word: detaining frequency: 2
word: attendance frequency: 5
word: possessed frequency: 2
word: estimated frequency: 1
word: dislike frequency: 23
word: returned frequency: 45
word: format frequency: 4
word: 5 frequency: 2
word: feature frequency: 2
word: shops frequency: 1
word: employed frequency: 8
word: motherinlaw frequency: 2
word: languor frequency: 1
word: verdure frequency: 1
word: expecting frequency: 5
word: flogged frequency: 1
word: gentlemanlike frequency: 8
word: collection frequency: 8
word: abode frequency: 8
word: expect frequency: 35
word: telling frequency: 7
word: undeserving frequency: 3
word: heartening frequency: 1
word: vain frequency: 20
word: allurements frequency: 1
word: therein frequency: 1
word: 1f4 frequency: 1
word: age frequency: 15
word: goodhumoured frequency: 6
word: recommend frequency: 12
word: curtains frequency: 1
word: hurried frequency: 10
word: constantly frequency: 3
word: retort frequency: 1
word: backward frequency: 1
word: strenuously frequency: 2
word: prettiercoloured frequency: 1
word: originated frequency: 2
word: accepted frequency: 18
word: employees frequency: 2
word: lived frequency: 14
word: engross frequency: 1
word: encroaching frequency: 1
word: blind frequency: 6
word: morrow frequency: 5
word: expedient frequency: 2
word: coachman frequency: 2
word: serious frequency: 24
word: odious frequency: 3
word: impartial frequency: 3
word: purposely frequency: 6
word: transports frequency: 2
word: blasted frequency: 1
word: troop frequency: 1
word: reckoned frequency: 1
word: wit frequency: 6
word: house frequency: 106
word: hackney frequency: 3
word: papa frequency: 5
word: attributing frequency: 1
word: blenheim frequency: 1
word: their frequency: 443
word: revealed frequency: 2
word: environs frequency: 1
word: meaning frequency: 14
word: airs frequency: 1
word: morris frequency: 1
word: life frequency: 57
word: camp frequency: 3
word: names frequency: 6
word: declares frequency: 1
word: amazing frequency: 2
word: sour frequency: 1
word: gallantry frequency: 8
word: wishing frequency: 14
word: warmly frequency: 8
word: uncontrolled frequency: 1
word: dropped frequency: 3
word: elated frequency: 1
word: persist frequency: 2
word: st frequency: 7
word: food frequency: 1
word: expence frequency: 1
word: hatefully frequency: 1
word: insensibility frequency: 5
word: 501c3 frequency: 2
word: women frequency: 20
word: curtailed frequency: 1
word: cucumber frequency: 1
word: denial frequency: 3
word: hertfordshire frequency: 41
word: applying frequency: 3
word: glancing frequency: 4
word: involved frequency: 3
word: eloquent frequency: 2
word: shrink frequency: 1
word: necessity frequency: 11
word: condescension frequency: 7
word: lightness frequency: 1
word: chin frequency: 1
word: heiress frequency: 1
word: character frequency: 64
word: possible frequency: 56
word: commercial frequency: 1
word: dining frequency: 6
word: gentleness frequency: 4
word: suspicions frequency: 4
word: regulated frequency: 1
word: nothings frequency: 1
word: virtue frequency: 10
word: inferiority frequency: 3
word: backed frequency: 1
word: render frequency: 3
word: dawdled frequency: 1
word: greatest frequency: 20
word: act frequency: 9
word: uneasy frequency: 8
word: alliance frequency: 3
word: art frequency: 3
word: overpowered frequency: 3
word: whisper frequency: 9
word: resisting frequency: 1
word: eloping frequency: 1
word: begin frequency: 13
word: killed frequency: 4
word: vingtun frequency: 1
word: done frequency: 92
word: music frequency: 11
word: suspects frequency: 1
word: jones frequency: 5
word: 10 frequency: 1
word: properly frequency: 8
word: anonymous frequency: 1
word: stairs frequency: 18
word: breathed frequency: 1
word: piquet frequency: 1
word: penetration frequency: 2
word: michaelmas frequency: 2
word: pavement frequency: 1
word: separating frequency: 1
word: security frequency: 3
word: assembled frequency: 6
word: blown frequency: 1
word: fortunate frequency: 15
word: virus frequency: 1
word: approach frequency: 8
word: individual frequency: 6
word: guard frequency: 7
word: termination frequency: 2
word: splendid frequency: 4
word: spared frequency: 8
word: universities frequency: 1
word: relation frequency: 11
word: led frequency: 18
word: breast frequency: 2
word: rode frequency: 2
word: approbation frequency: 7
word: twice frequency: 14
word: confessed frequency: 4
word: illused frequency: 1
word: tenant frequency: 1
word: speaker frequency: 1
word: obvious frequency: 1
word: anticipation frequency: 1
word: vastly frequency: 1
word: equivalent frequency: 1
word: commendation frequency: 8
word: impose frequency: 2
word: doorway frequency: 1
word: retrospective frequency: 1
word: god frequency: 4
word: concerns frequency: 8
word: lastly frequency: 1
word: trust frequency: 15
word: miserably frequency: 1
word: ascended frequency: 3
word: collecting frequency: 2
word: money frequency: 29
word: offended frequency: 9
word: offend frequency: 3
word: maam frequency: 7
word: pratt frequency: 2
word: effectual frequency: 1
word: resignation frequency: 2
word: pocket frequency: 2
word: regularly frequency: 1
word: servant frequency: 17
word: twentyfour frequency: 1
word: disk frequency: 1
word: forever frequency: 3
word: trusting frequency: 2
word: phillipses frequency: 2
word: bribery frequency: 1
word: weakspirited frequency: 1
word: depart frequency: 4
word: insists frequency: 1
word: best frequency: 41
word: commission frequency: 7
word: medium frequency: 5
word: unreserved frequency: 3
word: reanimated frequency: 1
word: pompous frequency: 3
word: informed frequency: 11
word: spasms frequency: 1
word: dictated frequency: 1
word: induced frequency: 2
word: resented frequency: 3
word: total frequency: 3
word: instantly frequency: 31
word: ready frequency: 20
word: infliction frequency: 1
word: disapprove frequency: 1
word: suspended frequency: 2
word: desiring frequency: 2
word: endeavouring frequency: 5
word: escaping frequency: 1
word: urgent frequency: 3
word: tradesman frequency: 2
word: steady frequency: 12
word: toward frequency: 4
word: tables frequency: 3
word: master frequency: 28
word: lootable frequency: 1
word: grievously frequency: 1
word: surmises frequency: 1
word: soothed frequency: 1
word: antagonist frequency: 1
word: disposal frequency: 2
word: weight frequency: 6
word: prettiest frequency: 1
word: setting frequency: 2
word: militia frequency: 6
word: contributed frequency: 1
word: cleared frequency: 2
word: ate frequency: 3
word: ground frequency: 11
word: explanation frequency: 10
word: true frequency: 26
word: 51 frequency: 1
word: staid frequency: 2
word: reason frequency: 51
word: meanwhile frequency: 5
word: colder frequency: 1
word: supplying frequency: 1
word: disgraceful frequency: 5
word: forgiveness frequency: 2
word: intended frequency: 21
word: hack frequency: 1
word: incidental frequency: 1
word: splendour frequency: 1
word: excel frequency: 2
word: special frequency: 3
word: lingering frequency: 1
word: ugly frequency: 2
word: extreme frequency: 4
word: distracted frequency: 2
word: today frequency: 9
word: defects frequency: 6
word: arrogance frequency: 1
word: resentments frequency: 1
word: cheerful frequency: 7
word: caroline frequency: 17
word: disposed frequency: 15
word: trials frequency: 1
word: agreeably frequency: 3
word: distinction frequency: 5
word: precision frequency: 1
word: hart frequency: 2
word: suppress frequency: 2
word: residing frequency: 1
word: brink frequency: 2
word: dissipation frequency: 1
word: wearisome frequency: 1
word: overspread frequency: 3
word: finds frequency: 1
word: beloved frequency: 2
word: pocketbook frequency: 1
word: affectionately frequency: 4
word: sarah frequency: 1
word: feverish frequency: 2
word: mention frequency: 30
word: apprehension frequency: 12
word: wants frequency: 11
word: conjectured frequency: 2
word: announced frequency: 3
word: probably frequency: 24
word: scores frequency: 1
word: teatime frequency: 1
word: longer frequency: 44
word: sense frequency: 36
word: anticipating frequency: 2
word: 15th frequency: 1
word: 21 frequency: 1
word: retailing frequency: 1
word: prettier frequency: 1
word: bewailed frequency: 1
word: hackneyed frequency: 1
word: refreshing frequency: 2
word: 58 frequency: 1
word: not frequency: 1450
word: coarseness frequency: 2
word: miss frequency: 283
word: gravel frequency: 3
word: himself frequency: 127
word: adjusting frequency: 1
word: hug frequency: 1
word: detaching frequency: 1
word: laws frequency: 8
word: city frequency: 2
word: quarter frequency: 9
word: owns frequency: 3
word: happens frequency: 4
word: charm frequency: 6
word: teaching frequency: 2
word: little frequency: 189
word: kent frequency: 14
word: question frequency: 23
word: uncle frequency: 68
word: reproofs frequency: 2
word: george frequency: 8
word: as frequency: 1191
word: finest frequency: 2
word: calculated frequency: 4
word: pages frequency: 2
word: data frequency: 1
word: making frequency: 35
word: grieved frequency: 12
word: wish frequency: 98
word: superiority frequency: 1
word: attached frequency: 12
word: blemish frequency: 1
word: fire frequency: 6
word: defined frequency: 2
word: familiarly frequency: 2
word: practice frequency: 5
word: discernible frequency: 1
word: sloping frequency: 1
word: headache frequency: 2
word: 5961887 frequency: 1
word: order frequency: 7
word: sore frequency: 1
word: refrain frequency: 3
word: third frequency: 7
word: privilege frequency: 3
word: pieces frequency: 2
word: privately frequency: 3
word: lead frequency: 6
word: apologised frequency: 2
word: defended frequency: 1
word: agonies frequency: 1
word: stayed frequency: 7
word: blamed frequency: 1
word: excited frequency: 10
word: repine frequency: 4
word: recommendations frequency: 1
word: richard frequency: 1
word: circles frequency: 1
word: dilatory frequency: 2
word: compliment frequency: 26
word: pains frequency: 4
word: suggestion frequency: 1
word: circuit frequency: 1
word: indignation frequency: 8
word: ever frequency: 130
word: also frequency: 36
word: smirks frequency: 1
word: neglected frequency: 2
word: exuberance frequency: 1
word: minutely frequency: 3
word: observed frequency: 27
word: surrounded frequency: 1
word: prizes frequency: 1
word: speak frequency: 66
word: bakewell frequency: 1
word: land frequency: 1
word: dissuaded frequency: 1
word: clement frequency: 1
word: thank frequency: 19
word: attributed frequency: 5
word: knees frequency: 1
word: originator frequency: 1
word: joke frequency: 3
word: discourses frequency: 1
word: known frequency: 57
word: comes frequency: 16
word: considering frequency: 13
word: contradictions frequency: 1
word: 31 frequency: 1
word: 809 frequency: 1
word: decisions frequency: 1
word: proficient frequency: 1
word: invite frequency: 6
word: endure frequency: 1
word: evidently frequency: 5
word: capacity frequency: 1
word: disappoint frequency: 2
word: insulted frequency: 1
word: sending frequency: 2
word: detached frequency: 3
word: mostly frequency: 1
word: tallest frequency: 1
word: remembrance frequency: 3
word: vexatious frequency: 2
word: publish frequency: 1
word: inclinations frequency: 1
word: rejoice frequency: 7
word: unacquainted frequency: 1
word: daughter frequency: 84
word: illtreatment frequency: 1
word: wives frequency: 1
word: unconcerned frequency: 2
word: solemn frequency: 5
word: affording frequency: 2
word: graciousness frequency: 1
word: bitterness frequency: 5
word: resisted frequency: 1
word: lifetime frequency: 1
word: halldoor frequency: 1
word: patchedup frequency: 1
word: impatience frequency: 10
word: repel frequency: 1
word: world frequency: 66
word: presents frequency: 3
word: springing frequency: 2
word: bringing frequency: 12
word: longbourn frequency: 88
word: paper frequency: 6
word: elope frequency: 1
word: anxious frequency: 26
word: girl frequency: 38
